date	content
2023-02-09 16:38:03+00:00	     Vehicular movement from Iyana School to Kosofe down to Mile 12 is good.  Movement from Ajelogo down to Mile 12 under bridge is also good.       
2023-02-09 16:38:04+00:00	Ascending and descending Mile 12 bridge inward Owode Elede, Owode Onirin is busy but moving due to pedestrian crossing and truck Pushers at Owode Onirin.  Leaving Weigh bridge to Idera, Irawo, Thomas, Ajegunle down to Odogun is good.       
2023-02-09 16:38:05+00:00	The Return journey from Odogun back to Mile 12 is encouraging. Ascending and descending Mile 12 bridge inward Kosofe down to Iyana School is ok.         
2023-02-09 17:32:05+00:00	     Slow moving traffic btw Aina and Fagba intersection.  Movement inw Amala junction from Fagba intersection is moving steadily down to Olayiwola; return journey back to Fagba intersection is better.      
2023-02-09 17:32:06+00:00	Movement inw Ishaga r'abt from Fagba intersection is good to Balogun bstop. Slow to Ishaga round about. Onward journey to Elliot area is good.       
2023-02-09 17:32:07+00:00	Steady flow on Toyin-Agbado Crossing Rd. The return journey from Ishaga r'abt to Fagba intersection is good aside alternation.        
2023-02-09 17:37:35+00:00	     Busy movement from Otedola inward Kara due to road demarcation at Kara- Opic corridor by Julius berger constructions. The return trip into Lagos from Kara to Otedola is good.      
2023-02-09 17:37:35+00:00	Slow moving traffic from River Valley to Kosoko due to bstop activities. Better movement inward VIS aside slight delays at VIS corridor due to massive turning. Better movement leaving VIS corridor.       
2023-02-09 17:37:36+00:00	Moving inward Omole gate is slightly slow. Approaching Omole junction is slow due to alternation. Omole inward Excellence is good aside alternation at Excellence r'abt.       
2023-02-09 17:37:37+00:00	Area G inward Ogba proper is slow due to bstop activities and influx into Thomas Salako.  Caterpillar inward Odo Eran to connect Agege is good. Wemco inward Odo Eran to connect Agege is good aside alternation and influx into Agege.      
2023-02-09 17:37:38+00:00	The return trip from Odo Eran back to Caterpillar is good. Slow movement approaching Ogba due to influx into Thomas Salako coupled with bstop activities at Ogba proper. Ogba inward Omole is good aside alternation.      
2023-02-09 17:38:05+00:00	Grammar School inward VIS is a slow moving traffic due to massive turning at VIS coupled with fuel queue at NNPC.      
2023-02-09 17:38:06+00:00	Better movement inward Ojodu but slow from Kosoko inward Olowora to connect Lagos Ibadan Expressway due to demarcation at Kara-opic corridor.         
2023-02-09 18:06:49+00:00	     At the moment traffic coming from Shogunle inward PWD all through Airport turning likewise inward Airport bus stop and National is on the high side.       
2023-02-09 18:06:49+00:00	Movement inward Ikeja Along and Ajayi Farm is also very busy due to commercial buses activities coupled with the narrowed path at Ajayi Farm.       
2023-02-09 18:06:50+00:00	Ile Zik inward Mangoro and Cement is still in good shape at the moment. Meanwhile the return journey is still good all through Airport turning.         
2023-02-09 18:09:44+00:00	7:00PM]      Vehicular movement from Ago junction inward Cele is busy but moving while movement from Cele inward Cele/Ijesha fly over bridge is also busy due to evening rush and construction activities.      
2023-02-09 18:09:45+00:00	The return journey back to Cele inward Ago roundabout is also busy.  Movement inward Pako/Chemist is also busy due to evening rush.       
2023-02-09 18:09:45+00:00	Vehicular movement from Oke Afa, Pako, Kogberegbe, Ishaga, College, Aye, Limca inward Laspotech down to Daleko is busy for now due to evening rush.         
2023-02-10 06:45:14+00:00	      Stretch of Mobolaji Johnson avenue, Old toll-gate connecting 7up, Billings way junction down Ạlausa intersection is good to go, likewise the return journey.  Stretch of Obafemi Awolowo way is good.
2023-02-10 06:45:29+00:00	Barracks towards ShopRite, Coca-Cola junction, Radio junction, Allen intersection, Balogun, Olowu down to Ikeja underneath the bridge is good to go, likewise the return journey.   Movement on Adeniyi Jones (inward &amp; outward) still moving fine.
2023-02-10 06:51:20+00:00	      Good movement from Abattoir down to Nitel, Nitel inward Total is a steady movement, the return journey back to Abattoir is free for now. Total inward and outward Isokoko connecting National Mangoro is a good movement.
2023-02-10 06:51:40+00:00	Total inward Okekoto is a steady movt, PenCinema flyover bridge inward Okekoto is also a steady movement. Okekoto inward Shofunde, Agbotikuyo, Iyana Orile, Funmilayo towards Alagba is a good movement, same on the return journey but a bit slow approaching the alternation point.
2023-02-10 06:52:03+00:00	Okekoto inward and outward Oniwaya is good. Oniwaya road inward Dopemu is a good movement, return journey is a steady movement. Capitol road connecting is free flow of traffic, same on the return journey.
2023-02-10 06:52:16+00:00	National inward Akanni Doherthy Road connecting Guinness junction is a slow moving traffic. Mangoro Ashade in and out towards Ile Zik is free, Dangote UTurn inward Ikeja on Oba Akran is ok, with slight alternation delay, while the return journey back to Mobil Ashade is free.
2023-02-10 06:52:30+00:00	Mobil Ashade inward Moshalashi Alhaja connecting Pen Cinema underneath the bridge is a good movement, same on the return journey. Mobil Ashade inward Marketing on Akilo road is good one, same on the return journey.
2023-02-10 06:52:52+00:00	Marketing inward and outward Stadium road connecting Maternity is good to go. Marketing inward Odo Eran is a good movt, return journey is a steady movement. Odo Eran inward PenCinema flyover bridge is good, same on the return journey but a bit slow getting to the alt point.
2023-02-10 06:53:16+00:00	Odo Eran inward Chemiron junction, Metal Box road connecting Acme is a steady movement, return journey is good. Acme inward first gate is a steady movement, return journey is good movement. Fumec inward and outward Adeniyi Jones is a good movement.     
2023-02-10 06:58:21+00:00	      Good movement inward Lagos from Kara to Berger Oke, slight delay approaching the old BRT park due to bus stop activities. Better movement inward Otedola. Otedola back to Kara is good.
2023-02-10 06:58:35+00:00	Traffic on Oba Ogunnusi road from River Valley to VIS is good, with slight delay approaching VIS proper due to alternation and fuel queues. Better movement inward Omole junction to connect Agidingbi with little alternation delay.
2023-02-10 06:58:49+00:00	Omole inward Excellence, Ogba, OdoEran is also  good, with slight alternation delays.  Wemco in and out is a steady movement. The return trip from OdoEran back to Omole junction is good, asides alternation delays.
2023-02-10 06:59:05+00:00	Slow movement approaching Omole Gate due to high influx in and out Omole Estate. Better movement inward VIS aside with little alternation delays.  Better movement inward Isheri Olowora.        
2023-02-10 07:24:50+00:00	      A truck has broken down with spring related problem at Kola, inwards Alakuko.  Effect on traffic is paltry at this hour, nonetheless, effort has commenced to get it out of the way.          
2023-02-10 07:41:54+00:00	      Carter bridge inw Iddo, through Otto is good. Otto to connect Oyingbo r/abt down to Jebba is busy. Better movement inw Ibadan Str en-route Adekunle intersection with  slight alternation delays.
2023-02-10 07:42:10+00:00	Adekunle interchange on 3MB, navigating into Clinic Rd is a smooth ride.  Further movement Inw Makoko is ok. Makoko inw Panti enroute Alagomeji is ok, asides little alternation delay. Onward journey Spencer is good, but slow approaching Sabo due to commercial buses activities.
2023-02-10 07:42:24+00:00	Movement towards Barracks from Sabo through St Agnes is good to go, asides traffic light delays. St Agnes proceeding to University junction, Yabatech b/stop, WAEC junction is good to go.  WAEC inw Underbridge is slow, owned to alternation delays.
2023-02-10 07:42:37+00:00	Good movement connecting Jibowu en-route Fadeyi. The return trip from Jibowu inw Yaba Phase 1 and 2 is busy, due to construction activities.
2023-02-10 07:42:50+00:00	Further movement Inw AP, Alagomeji, Post Office is fast,  but gets slow towards Denton Police Station, Oyingbo due to commercial buses activities.  Better movement inw Otto enroute Iddo.        
2023-02-10 07:49:13+00:00	      Movement from Marine beach bridge inward journey area B en-route Point Road is good, while Area B to connect Airways down to eleganza round about is also good.  Moving from Eleganza to connect Etisalat down to Mr Biggs,  Wharf Gate is steady.
2023-02-10 07:49:22+00:00	The return journey from Wharf Gate to connect back to Eleganza on Wharf road is steadily moving.    Eleganza to area B to Leventis corridor to connect Dalami underneath bridge is equally looking good.  Leventis to connect Ijora bridge, outward Apapa is good.   
2023-02-10 08:08:40+00:00	     Movement from sabo roundabout to connect Itamaga both inward and outward are good to go.  Better movement from itamaga down to Maya, Adamo, Imota to connect Agbowa same as the return trip which is equally appreciable.
2023-02-10 08:36:05+00:00	     Report of a lone accident involving a Toyota Hilux at obalende bridge inward ilubirin with no casualty involved. It has a minimal effect on traffic for now. 
2023-02-10 08:45:17+00:00	     The stretch of Marina road from UBA down to Cathedral and NITEL intersection is still accessible for now.  Slow movement descending Third Mainland Bridge toward Flag Staff House now due
2023-02-10 08:45:20+00:00	to the influx of vehicle navigating through under bridge onward to Bonny camp.  Good movement on JK Randle Road toward Water Board.  No cause for alarm on Broad Street toward Apogbon exit.
2023-02-10 08:45:22+00:00	Odunlami, Igbosere, TBS avenue and other linking roads to connect desire destination are still good to go as reported earlier.           
2023-02-10 13:05:43+00:00	      The stretch of Lagos Ibadan expressway, both inward and outward is fast. Similarly on Oba Ogunnusi road from River Valley inward Omole junction is good, with slight delays at VIS corridor, due to turning activities. 
2023-02-10 13:06:03+00:00	Omole inward Excellence, Ogba, Odo-Eran is equally good, with  alternations delays.  The return trip from Odo-Eran back to Ogba is good, with slight delays inward Excellence, due to commercial activities around WAEC.
2023-02-10 13:06:25+00:00	Better movement inward Omole, VIS, Isheri Olowora, with little delays at intersection.  Impediment is negative. Officers are on going  doing the needful.        
2023-02-10 14:20:53+00:00	     Command Ekoro is good. Agbelekale is good. Ile-iwe, Command, Ikanla Oju odo, Adefemi, Church is good. Movement inward Oluwaga Amule down to Megida Ayobo round about is good. 
2023-02-10 14:20:53+00:00	Ishefun road inward Megida is better. Movement inward Amule back to Church round about is good.    
2023-02-10 15:45:05+00:00	     Movement from Aye inward Aswani market junction is good both inward and outward. Toward Asa afariogun junction is slightly busy but moving due to influx and alternation at the intersection. Connecting 7&amp;8 is slow due to alternation.
2023-02-10 15:45:06+00:00	Joy Avenue and Awoniyi Elemo junction is slow. Apakun inward International Airport is good both inward and outward on the main carriage way, while the service lane is busy inward Ajao Gate due to alternation by Lateef Salami, Olutosin Ajayi and Awoniyi elemo.
2023-02-10 15:45:08+00:00	Connecting Jesus House is a good movement aside traffic lights alternation. Eleganza Inward Ajibade Babatola connecting Canoe is slow due to the commercial activities and alternation. Toward NNPC is a good movement. Approaching NNPC junction is slow due 
2023-02-10 15:45:10+00:00	 at the intersection. Movement from Mubostic towards Canoe is good, but approaching Canoe proper is slow due to alternation at the roundabout. Chivita connecting Lukmon Atobajeun down to Swimming Pool junction is good.
2023-02-10 15:45:11+00:00	Hollandia Way down to Eleganzer is slow to connect Osolo Way.     
2023-02-10 16:08:22+00:00	     Movement from Benson inward Ikorodu Roundabout is slow. Ikorodu Roundabout to connect Ojubode in and out is busy. From Ojubode down to Oba's Palace in and out is good. Onisigida down to Ota-ona also in good shape for now.
2023-02-10 16:22:03+00:00	     From Randuk to Jakande Gate is moving slowly due to high influx. NNPC junction is good towards NNPC depot. Immediately after NNPC junction towards Iyana-Ejigbo is good. Iyana Ejigbo to Powerline is good. From Powerline to Egbe bridge 
2023-02-10 16:22:05+00:00	 Synagogue is good. Oju odo towards Ikotun intersection and Old Garage is slow. Canoe to Tennis Club is good.  Tennis Club to Mobostic and NNPC depot is also slow due to intersection.    
2023-02-10 16:27:33+00:00	     Better movement from Pleasure to Abule Oki junction, slow movement to Iyana Ipaja under bridge, better movement to Go-ye.  Return journey is slow towards Iyana ipaja under bridge, good movement to Pleasure.
2023-02-10 16:27:35+00:00	Alagba approaching Iyana ipaja round about is slow. Good movement towards Moshalasi, Gate, Baruwa U-turn and Opeki.  Return journey is good down to Alagunta.  Connecting Iyana ipaja round about is slow. Good movement to Alagba.
2023-02-10 16:27:37+00:00	Moshalasi approaching Egbeda intersection and moving towards Isheri round about is slow. Return journey is slow towards Egbeda intersection, good movement to Moshalasi. Egbeda intersection inward Akowonjo in and out is slow.    
2023-02-10 16:38:02+00:00	 busy due to alternation. All other areas are still very calm.    
2023-02-10 16:50:49+00:00	     Movement within the entire stretch of Obafemi Awolowo Way, Billings Way, Kudirat Abiola Way, Opebi Road, Ikosi Road, Aromire Road, Toyin Street, Sheraton Link and Opebi-Welfare Link Bridges is good.    
2023-02-10 17:00:18+00:00	   Have you ever drove against traffic (one-way) due to slow/heavy traffic movement?       
2023-02-10 17:34:38+00:00	      Vehicular movement from 7&amp;8 inward Osolo-way to Asa-afariogun intersection inward Aswani is slow due to alternation at Afariogun intersection,   Jesus house to Eleganza enroute Canoe to NNPC road is busy      
2023-02-10 17:45:39+00:00	        Movement on Mobolaji Johnson Avenue from 7up, Billings way to Secretariat intersection is good to Lands  Lands to connect Lagos / Ibadan express road is good to go.
2023-02-10 17:45:40+00:00	The stretch of Dr Nurudeen Olowopopo to connect Otedola Ubridge in and out is equally good but slight delay at the alternation point  Steady Movement from Barracks, Civil defence, Ikeja City Mall, Coca-Cola junction to Radio on Obafemi Awolowo Road
2023-02-10 17:45:41+00:00	Radio to Allen intersection is busy due to backlog from Aromire coupled with alternation by traffic light at Allen.   Balogun, Olowu and Ikeja Ubridge are good, The return journey is busy before Olowu junction due to commercial activities
2023-02-10 17:45:42+00:00	Approaching Allen intersection from Balogun is also busy due to backlog from Allen intersection.  Immediately after Allen, Radio to Governor road and Governor Avenue is good to go.   Movement from Allen inward Aromire, Akora villa, Hacco on Adeniyi Jones is busy
2023-02-10 17:45:43+00:00	The return journey from Hacco to Allen is good to go.  Lateef Jakande Road Agidingbi from Coca cola junction, Daily Time is good to go  Busy movement from Mobil, Cadbury Akeem Balogun to connect Agidingbi by Cadbury, Amara Olu by Zenith Bank
2023-02-10 17:45:44+00:00	First gate and Wemco junction is busy at the moment  Acme junction to connect Obafemi Awolowo Road is good to go.      
2023-02-10 18:18:27+00:00	      Vehicular movement from Ojota lnterchange ascending Toll gate is very busy due to construction going on at Emergency station axis Interchange to Tipper is gtg
2023-02-10 18:18:28+00:00	Demurin, Ileile, Kosofe and lyana school is steady while return journey from Kosofe, lyana school, Ileile is good shape  Ile ile to Ikosi junction, Ketu is free, Ikosi junction to Fruit market, Ojota lnterchange inward Ojota proper is also good.
2023-02-10 18:46:21+00:00	      Slow movement from Obalende bridge to Simpson under bridge  Steady movement on the stretch of Ilubirin   Ilubirin to connect Carter bridge is ok  Osborne road is busy down to emergency point to link Ilubirin,
2023-02-10 18:46:21+00:00	Ilubirin inward Adeniji  to connect Adekunle on 3rd mainland bridge is good to go,  CMS by outer Marina inward State house to McWen bridge is good.
2023-02-10 19:14:51+00:00	      Movement inward Agbelekale is good but busy at the intersection Movement inward Ile iwe, Command is steady but busy inward Command proper  Dog center is busy but free inward Ikola oju odo
2023-02-10 19:14:52+00:00	Adefemi is moving steadily but busy at the intersection  movement inward Church round about is steady,  movement inward Oluwaga to Amule is good but slow from Amule inward Megida layby due to commercial activities down to Ayobo round about.
2023-02-10 19:14:53+00:00	Ishefun road inward Megida is good  Amule back to church round about is good.
2023-02-10 19:46:04+00:00	      Still busy but moving steadily from Catholic Church connecting Charity.  In and out of Social club Rd is good  Busy from Justrite stores inward Mobil filling station Abule egba due to fuel queue and commercial activities.
2023-02-10 19:46:14+00:00	The stretch of Abule egba-Ajegunle corridor is good to go in and out Ilepo in and out is equally good Descending Jubilee bridge towards Abule egba Mobil is slightly busy due to alternation and commercial activities.
2023-02-10 20:31:30+00:00	          Traffic is gd from the Lekki Toll thru Sandfil, School Corner, Civic Center, inw Falomo Ramp connecting Falomo Bridge.  Descending to Alfred Rewane is gd all the way thru Bayo Kuku.       
2023-02-10 20:31:35+00:00	    Moving on to Osborne, Ilubirin merging point, on to Adeniji, Adekunle, Unilag Waterfront, Ilaje is all gd.  Traffic gets a bit slow approaching the Lay-by, then better thru Olopomeji, Ifako, Ogudu, Alapere and Ojota      
2023-02-10 20:31:36+00:00	     Traffic is gd from Ojota thru Toll gate to Conoil.  Traffic gets slow approaching Alausa where it is slow thru Otedola inw Berger and Kara.       
2023-02-10 20:38:08+00:00	         Traffic is gd inw Olowora, River Valley, Kosoko, Oremeta VIS, Bovas, approaching Grammar School.  Still gd inw Omole gate, Hotel inw Omole jnctn.       
2023-02-10 20:38:09+00:00	   Gd traffic leaving Omole jnctn inw County, Zenith Bank, approaching Aguda by Excellence Hotel.  Moving inw Yaya Abatan by Ajayi Rd jnctn, Nationwide Petrol Station, Thomas Salako jnctn is gd.       
2023-02-10 20:38:11+00:00	   Traffic is gd leaving Thomas Salako jnctn inw Oyemekun approaching Haruna where it is a bit slow.  Gd traffic inw Orimolade, Idiagbon, Estate, College by African Church Model College inw Ajilete and Jungle.       
2023-02-10 20:43:13+00:00	      Jungle to Fagba bstop is free, Fagba bus stop to Fagba intersection is busy,  Movement towards Pencinema Ubridge is good.
2023-02-10 20:43:14+00:00	Jonathan Coker Rd by Fagba intersection to Olayiwola through Amala junction n Abiodun Kuye Rd is very free likewise return to Fagba intersection.  Fagba intersection to Balogun bstop is free, Elliot to Ishaga roundabout is good,
2023-02-10 20:43:15+00:00	Toyin-Agbado Rd from Ishaga round about is still busy, return to Fagba intersection is ok.
2023-02-11 05:56:22+00:00	        Boundary roundabout is relatively calm at the moment, Mobil road to connect Marine Beach intersection is good to go, Return journey from Marine bridge to connect Ajegunle proper is also good to go.
2023-02-11 05:56:22+00:00	Few Tankers on one lane from Sifax through 7up bridge inward Total but effects on traffic is minimal, Ijora Oloopa through the High bridge via Total on Marine bridge to Danlami up is good to go.
2023-02-11 05:56:23+00:00	Naggaf inward Area B, there are Export Trucks on one lane while the other lane is good to go, Outward journey Apapa through the Marine bridge to connect both Ijora and Iganmu is equally good to go.         
2023-02-11 05:58:38+00:00	        A broken down loaded 6 tyres truck at Kola inw Toll Gate. No one sighted as well to ascertain the fault while traffic is still looking good.  Please drive with caution on approach.          
2023-02-11 06:05:20+00:00	        Another broken down loaded truck with papers at Kola inw Toll gate as well having spring related issue while traffic structure is still in good shape.  Please drive with caution on approach.       
2023-02-11 06:30:05+00:00	        A broken down flat body truck loaded with iron rod at Jakande inward Lekki occupying 80% of the road thereby hindering the flow of traffic but effort is on for its evacuation.           
2023-02-11 06:41:06+00:00	        Isheri roundabout inward  Egbeda to moshalasi Roundabout and the return journey is very gtg, Moshalasi roundabout outward Abesan Roundabout, Opeki and the return journey outward to Moshalasi, Alagutan Iyana-Ipaja roundabout,...
2023-02-11 06:41:06+00:00	...Alagba and Express is gtg.  Inward Moshalasi from there is fast moving traffic.                                        Pleasure inward Danco Iyana Aboru is fast moving traffic, moving traffic outward to BRT bus stop, connecting Dopemu is gtg.
2023-02-11 06:41:07+00:00	Return journey from Dopemu to Iyana-Ipaja overhead bridge outward Pleasure is very  good to go.          
2023-02-11 06:53:26+00:00	        An overnight broken down loaded flat body trailer with iron at Jakande roundabout inward Chisco with mechanical problem occupying about 70 percent of the road meanwhile driver is not sighted, which is causing backlog.
2023-02-11 06:58:40+00:00	        Both Length and Breadth sides of 3rd Mainland Bridge is good to go. Iyana-oworo inward Olopomeji and Gbagada Express Way is good to go. Charly Boy inward Gbagada to Car Wash and Oworoshoki is good to go.
2023-02-11 06:58:41+00:00	  Deeper Life at Ifako down to New Garage and Baale is good to go. Oworo Link Bridge to Olojojo back to Baale is good to go . Temple, Laide to Bariga RoundAbout is Appreciable. Odunsi to Ilaje upto to Chemist is good to go.
2023-02-11 06:58:41+00:00	Pako inward Unilag Gate is Appreciable and good to go towards Abule Oja. Same applies to return journey.         
2023-02-11 07:01:33+00:00	      From Iyana, Pako, Goye intersection, Dopemu underneath the bridge inward Cement is good to go Dopemu bridge inward Akowonjo roundabout, ShaSha roundabout, Cele, Shobo, Kwara, Jimoh, Vulcanizer, Micom Bakery, Ogunlana to connect Egbeda 
2023-02-11 07:01:34+00:00	 good, Goye intersection inward Alaguntan Alimosho road Akiwowo Moshalasi inward and outward is still encouraging, Return journey from Egbeda to connect Lagos Abeokuta express way and Swipha, Oniwaya, Agbotikuyo axis is slow movement due to long queue at T
2023-02-11 08:35:51+00:00	       Faster movement from Carter bridge down to Leventis connect Inner and Outer Marina at the moment.  CMS bridge descending UBA roundabout link Apongbon under bridge is very good.  Broad Street enroute Olowogbowo is okay.
2023-02-11 08:35:52+00:00	Leventis ascending Elegbata bridge towards  Ebute Ero is good movement through Police Post.         
